Name,Company,Level,MarketTime,Engine,Gearbox,LWH,BodyStructure,MaximunSpeed,FuelConsumption,EngineCapacity,EngineForm,GearboxType,ParkingBrakeType,PSAirbag,BASideAirbag,BAHeadAirbag,TirePressure,SeatBeltWarning,ChildSeat,ABS,EBD,EBA,ASR,ESC,MergeSupport,DeviationWarning,SecuritySystem,NightVersion,ParkingRadar,ParkingVideo,PanoramicCamera,Cruise,AdaptiveCruise,AutomaticParking,EngineAutomatic,UphillSupport,AutomaticSkylight,PanoramicSkylight,Rims,AutomaticDoor,AutomaticTrunk,InduceTrunk,RoofRacks,EngineAntiTheft,ParkingLock,RemoteKey,KeylessStart,KeylessEntry,SteeringWheel,SeatMaterial,SeatAdjust,PSSeatAdjust,AfterSeatAdjust,SeatMemory,SeatFallDown,CentralArmrest,CupHolder,GPS,Positioning,Screen,ScreenSize,Interface,CDDVD,Speaker,LowLights,HighLights,LED,AdaptiveLights,HeadLights,SupportLights,FogLights,AtmosphereLights,AutomaticWindow,WindowLift,WindowAntiClipHand,InsulatedGlass,AutomaticRearviewAdjust,AutomaticRearviewFold,MakeupMirror,Wipers,InduceWipers,AirConditioning,WindOutlet
"劲客 2017款 1.5L CVT酷享版",东风日产,小型SUV,2017.07,"1.5L 124马力 L4",CVT无级变速(模拟,4295*1760*1588,5门5座SUV,175,5.6,1.5,自然吸气,无级变速箱(CVT),手刹,"主● / 副●","前● / 后-","前● / 后●",-,●,●,●,●,●,●,●,-,-,-,-,"前- / 后●",-,-,-,-,-,-,●,-,-,●,-,-,-,●,●,●,●,-,-,-,织物,●,-,-,-,比例放倒,"前● / 后-",-,-,-,●,7英寸,USB+AUX,-,4-5喇叭,卤素,卤素,-,-,-,-,●,-,"前● / 后●",主驾驶位,●,-,●,-,●,●,-,手动●,-
"北京现代ix25 2016款 1.6T 双离合两驱尊贵型DLX",北京现代,小型SUV,2016.09,"1.6T 160马力 L4",7挡双离合,4270*1780*1627,5门5座SUV,192,6.8,1.6,涡轮增压,双离合变速箱(DCT,手刹,"主● / 副●","前● / 后-",-,-,●,●,●,●,●,●,●,-,-,-,-,"前- / 后●",●,-,-,-,-,-,●,●,●,●,-,-,-,●,●,●,●,●,●,●,真皮,●,"主● / 副-",-,-,比例放倒,"前● / 后●",●,-,○,●,-,USB+AUX,-,6-7喇叭,卤素,卤素,●,-,●,●,●,-,"前● / 后●",-,-,-,●,●,●,●,-,自动●,●
"北京现代ix25 2016款 1.6T 双离合两驱智能型GLS",北京现代,小型SUV,2016.09,"1.6T 160马力 L4",7挡双离合,4270*1780*1627,5门5座SUV,192,6.8,1.6,涡轮增压,双离合变速箱(DCT,手刹,"主● / 副●","前● / 后-",-,-,●,●,●,●,●,●,●,-,-,-,-,"前- / 后●",-,-,-,-,-,-,●,●,●,●,-,-,-,●,●,●,●,●,●,●,织物(选装真皮),●,-,-,-,比例放倒,"前● / 后●",●,-,-,-,-,USB+AUX,单碟CD,4-5喇叭,卤素,卤素,-,-,-,-,●,-,"前● / 后●",-,-,-,●,-,●,●,-,手动●,-
"北京现代ix35 2015款 2.0L 自动两驱智能型 国V",北京现代,紧凑型SUV,2015.01,"2.0L 160马力 L4",6挡手自一体,4420*1820*1690,5门5座SUV,185,8.2,2.0,自然吸气,手自一体变速箱(AT,手刹,"主● / 副●","前● / 后-",-,-,●,●,●,●,●,●,●,-,-,-,-,"前- / 后●",○,-,-,-,-,-,●,●,○,●,-,-,-,●,●,●,●,●,●,●,仿皮,●,"主○ / 副-",-,-,比例放倒,"前● / 后●",●,○,-,○,(选装7英寸),USB+AUX,单碟CD(选装单碟D,6-7喇叭,卤素,卤素,●,-,●,-,●,-,"前● / 后●",主驾驶位,●,-,●,●,●,●,-,自动●,-
"博越 2016款 1.8TD 自动四驱智尊型",吉利汽车,紧凑型SUV,2016.03,"1.8T 184马力 L4",6挡手自一体,4519*1831*1694,5门5座SUV,195,8.2,1.8,涡轮增压,手自一体变速箱(AT,电子驻车,"主● / 副●","前● / 后-","前● / 后●",●,●,●,●,●,●,●,●,-,●,●,-,"前● / 后●",●,●,●,●,-,-,●,●,●,●,-,-,-,●,●,●,●,●,●,●,真皮,●,"主● / 副●",-,-,比例放倒,"前● / 后●",●,●,●,●,8英寸,USB+AUX,-,8-9喇叭,LED,LED,●,●,●,●,●,-,"前● / 后●",-,●,-,●,●,●,●,●,自动●,●
"博越 2016款 1.8TD 自动四驱智慧型",吉利汽车,紧凑型SUV,2016.03,"1.8T 184马力 L4",6挡手自一体,4519*1831*1694,5门5座SUV,195,8.2,1.8,涡轮增压,手自一体变速箱(AT,电子驻车,"主● / 副●","前● / 后-","前● / 后●",●,●,●,●,●,●,●,●,-,-,-,-,"前● / 后●",●,●,●,-,-,-,●,●,●,●,-,-,-,●,●,●,●,●,●,●,仿皮,●,"主● / 副-",-,-,比例放倒,"前● / 后●",●,●,●,●,8英寸,USB+AUX,-,8-9喇叭,LED,LED,●,-,●,●,●,-,"前● / 后●",-,●,-,●,●,●,●,●,自动●,●
"博越 2016款 1.8TD 自动智尊型",吉利汽车,紧凑型SUV,2016.03,"1.8T 184马力 L4",6挡手自一体,4519*1831*1694,5门5座SUV,195,7.8,1.8,涡轮增压,手自一体变速箱(AT,电子驻车,"主● / 副●","前● / 后-","前● / 后●",●,●,●,●,●,●,●,●,-,●,●,-,"前● / 后●",●,●,●,●,-,-,●,●,●,●,-,-,-,●,●,●,●,●,●,●,真皮,●,"主● / 副●",-,-,比例放倒,"前● / 后●",●,●,●,●,8英寸,USB+AUX,-,8-9喇叭,LED,LED,●,●,●,●,●,-,"前● / 后●",-,●,-,●,●,●,●,●,自动●,●
"博越 2016款 1.8TD 自动智慧型",吉利汽车,紧凑型SUV,2016.03,"1.8T 184马力 L4",6挡手自一体,4519*1831*1694,5门5座SUV,195,7.8,1.8,涡轮增压,手自一体变速箱(AT,电子驻车,"主● / 副●","前● / 后-","前● / 后●",●,●,●,●,●,●,●,●,-,-,-,-,"前● / 后●",●,●,●,-,-,-,●,●,●,●,-,-,-,●,●,●,●,●,●,●,仿皮,●,"主● / 副-",-,-,比例放倒,"前● / 后●",●,●,●,●,8英寸,USB+AUX,-,8-9喇叭,LED,LED,●,-,●,●,●,-,"前● / 后●",-,●,-,●,●,●,●,●,自动●,●
"博越 2016款 1.8TD 自动智联型",吉利汽车,紧凑型SUV,2017.01,"1.8T 184马力 L4",6挡手自一体,4519*1831*1694,5门5座SUV,195,7.8,1.8,涡轮增压,手自一体变速箱(AT,电子驻车,"主● / 副●","前● / 后-",-,●,●,●,●,●,●,●,●,-,-,-,-,"前● / 后●",●,-,-,-,-,-,●,●,●,●,-,-,-,●,●,●,●,●,●,●,仿皮,●,-,-,-,比例放倒,"前● / 后●",●,●,●,●,8英寸,USB+AUX,-,6-7喇叭,卤素,卤素,●,-,●,-,●,-,"前● / 后●",-,●,-,●,-,●,●,-,自动●,●
"卡缤 2015款 1.2T 自动标准版",雷诺(进口),小型SUV,2015.06,"1.2T 116马力 L4",6挡双离合,4135*1755*1566,5门5座SUV,189,6.2,1.2,涡轮增压,双离合变速箱(DCT,手刹,"主● / 副●","前● / 后-",-,●,●,●,●,●,●,●,●,-,-,-,-,-,-,-,-,-,-,-,●,-,-,●,-,-,-,-,●,●,●,-,-,-,织物,●,-,-,-,比例放倒,-,●,-,-,-,-,USB+AUX,单碟CD,4-5喇叭,卤素,卤素,●,-,-,-,●,-,"前● / 后●",-,●,-,●,-,●,●,-,手动●,-
"卡缤 2015款 1.2T 自动舒适版",雷诺(进口),小型SUV,2015.06,"1.2T 116马力 L4",6挡双离合,4135*1755*1566,5门5座SUV,189,6.2,1.2,涡轮增压,双离合变速箱(DCT,手刹,"主● / 副●","前● / 后-",-,●,●,●,●,●,●,●,●,-,-,-,-,"前- / 后●",○,-,-,-,-,-,●,-,-,●,-,-,-,-,●,●,●,●,●,●,织物,●,-,-,-,比例放倒,-,●,○,-,○,-,USB+AUX,单碟CD,4-5喇叭,卤素,卤素,●,-,●,-,●,-,"前● / 后●",主驾驶位,●,-,●,●,●,●,●,自动●,-
"卡缤 2015款 1.2T 自动豪华版",雷诺(进口),小型SUV,2015.06,"1.2T 116马力 L4",6挡双离合,4135*1755*1566,5门5座SUV,189,6.2,1.2,涡轮增压,双离合变速箱(DCT,手刹,"主● / 副●","前● / 后-",-,●,●,●,●,●,●,●,●,-,-,-,-,"前- / 后●",●,-,-,-,-,-,●,-,-,●,-,-,-,-,●,●,●,●,●,●,真皮,●,-,-,-,比例放倒,-,●,●,-,●,-,USB+AUX,-,6-7喇叭,卤素,卤素,●,-,●,●,●,-,"前● / 后●",主驾驶位,●,-,●,●,●,●,●,自动●,-
"名爵ZS 2017款 1.5L 自动尊享互联网版",上汽集团,小型SUV,2017.03,"1.5L 120马力 L4",4挡自动,4314*1809*1648,5门5座SUV,-,6.3,1.5,自然吸气,自动变速箱(AT),手刹,"主● / 副●","前● / 后-","前● / 后●",●,●,●,●,●,●,●,●,-,-,-,-,"前- / 后●",●,-,-,-,-,-,●,●,●,●,-,-,-,●,●,●,●,●,-,●,仿皮,●,-,-,-,比例放倒,"前● / 后-",-,●,-,●,8英寸,USB,-,6-7喇叭,卤素,卤素,●,-,●,-,●,-,"前● / 后●",主驾驶位,●,-,●,-,●,●,-,手动●,-
"名爵ZS 2017款 1.5L 自动精英版",上汽集团,小型SUV,2017.03,"1.5L 120马力 L4",4挡自动,4314*1809*1648,5门5座SUV,-,6.3,1.5,自然吸气,自动变速箱(AT),手刹,"主● / 副●",-,-,-,●,●,●,●,●,●,●,-,-,-,-,"前- / 后●",●,-,-,-,-,-,●,-,-,●,-,-,-,●,●,●,●,●,-,●,仿皮,●,-,-,-,比例放倒,"前● / 后-",-,-,-,●,8英寸,USB,-,6-7喇叭,卤素,卤素,●,-,-,-,●,-,"前● / 后●",主驾驶位,●,-,●,-,●,●,-,手动●,-
"名爵ZS 2017款 1.5L 自动豪华版",上汽集团,小型SUV,2017.03,"1.5L 120马力 L4",4挡自动,4314*1809*1648,5门5座SUV,-,6.3,1.5,自然吸气,自动变速箱(AT),手刹,"主● / 副●","前● / 后-",-,-,●,●,●,●,●,●,●,-,-,-,-,"前- / 后●",●,-,-,-,-,-,●,●,○,●,-,-,-,●,●,●,●,●,-,●,仿皮,●,-,-,-,比例放倒,"前● / 后-",-,-,-,●,8英寸,USB,-,6-7喇叭,卤素,卤素,●,-,-,-,●,-,"前● / 后●",主驾驶位,●,-,●,-,●,●,-,手动●,-
"名爵ZS 2017款 16T 自动旗舰互联网版",上汽集团,小型SUV,2017.03,"1.0T 125马力 L3",6挡手自一体,4314*1809*1648,5门5座SUV,-,5.9,1.0,涡轮增压,手自一体变速箱(AT,手刹,"主● / 副●","前● / 后-","前● / 后●",●,●,●,●,●,●,●,●,-,-,-,-,"前- / 后●",●,-,-,-,-,-,●,●,●,●,-,-,-,●,●,●,●,●,-,●,皮/织物混搭(选装仿,●,-,-,-,比例放倒,"前● / 后-",-,●,-,●,8英寸,USB,-,6-7喇叭,卤素,卤素,●,-,●,-,-,-,"前● / 后●",主驾驶位,●,-,●,-,●,●,-,手动●,-
"哈弗H2 2017款 红标 1.5T 自动两驱精英型",长城汽车,小型SUV,2016.08,"1.5T 150马力 L4",6挡手自一体,4335*1814*1695,5门5座SUV,-,-,1.5,涡轮增压,手自一体变速箱(AT,手刹,"主● / 副●","前○ / 后-","前○ / 后○",●,●,●,●,●,●,-,-,-,-,-,-,"前- / 后●",●,-,-,-,-,-,-,●,-,●,-,-,-,●,●,●,●,●,●,●,仿皮,●,-,-,-,比例放倒,"前● / 后●",●,●,-,●,-,USB+AUX,-,4-5喇叭,卤素,卤素,●,-,●,-,●,-,"前● / 后●",主驾驶位,●,-,●,-,●,●,●,手动●,-
"哈弗H2 2017款 红标 1.5T 自动两驱豪华型",长城汽车,小型SUV,2016.08,"1.5T 150马力 L4",6挡手自一体,4335*1814*1695,5门5座SUV,-,-,1.5,涡轮增压,手自一体变速箱(AT,电子驻车,"主● / 副●","前● / 后-","前● / 后●",●,●,●,●,●,●,●,●,-,-,-,-,"前- / 后●",●,-,-,-,-,-,●,●,-,●,-,-,-,●,●,●,●,●,●,●,仿皮,●,"主○ / 副-",-,-,比例放倒,"前● / 后●",●,●,-,●,-,USB+AUX,-,6-7喇叭,卤素(选装氙气),卤素,●,-,●,●,●,●,"前● / 后●",主驾驶位,●,-,●,●,●,●,●,自动●,-
"哈弗H2 2017款 蓝标 1.5T 自动两驱尊贵型",长城汽车,小型SUV,2016.09,"1.5T 150马力 L4",6挡手自一体,4365*1814*1695,5门5座SUV,-,-,1.5,涡轮增压,手自一体变速箱(AT,电子驻车,"主● / 副●","前● / 后-","前● / 后●",●,●,●,●,●,●,●,●,-,-,-,-,"前- / 后●",●,-,-,-,-,-,●,●,-,●,-,-,-,●,●,●,●,●,●,●,仿皮,●,"主● / 副-",-,-,比例放倒,"前● / 后●",●,●,-,●,8英寸,USB+AUX,-,6-7喇叭,氙气,卤素,●,-,●,●,●,-,"前● / 后●",主驾驶位,●,-,●,●,●,●,●,自动●,-
"哈弗H2 2017款 蓝标 1.5T 自动两驱精英型",长城汽车,小型SUV,2016.09,"1.5T 150马力 L4",6挡手自一体,4365*1814*1695,5门5座SUV,-,-,1.5,涡轮增压,手自一体变速箱(AT,电子驻车,"主● / 副●",-,-,●,●,●,●,●,●,●,●,-,-,-,-,"前- / 后●",-,-,-,-,-,-,●,-,-,●,-,-,-,●,●,●,●,●,●,●,仿皮,●,-,-,-,比例放倒,"前● / 后●",●,●,-,●,8英寸,USB+AUX,-,4-5喇叭,卤素,卤素,●,-,-,●,●,-,"前● / 后●",主驾驶位,●,-,●,-,●,●,-,手动●,-
"哈弗H2 2017款 蓝标 1.5T 自动两驱豪华型",长城汽车,小型SUV,2016.09,"1.5T 150马力 L4",6挡手自一体,4365*1814*1695,5门5座SUV,-,-,1.5,涡轮增压,手自一体变速箱(AT,电子驻车,"主● / 副●","前○ / 后-","前○ / 后○",●,●,●,●,●,●,●,●,-,-,-,-,"前- / 后●",●,-,-,-,-,-,●,●,-,●,-,-,-,●,●,●,●,●,●,●,仿皮,●,"主● / 副-",-,-,比例放倒,"前● / 后●",●,●,-,●,8英寸,USB+AUX,-,4-5喇叭,卤素,卤素,●,-,●,●,●,-,"前● / 后●",主驾驶位,●,-,●,●,●,●,●,手动●,-
"哈弗H2s 2017款 红标 1.5T 自动精英型",长城汽车,小型SUV,2016.11,"1.5T 150马力 L4",7挡双离合,4195*1772*1638,5门5座SUV,-,-,1.5,涡轮增压,双离合变速箱(DCT,电子驻车,"主● / 副●","前● / 后-",-,●,●,●,●,●,●,●,●,-,-,-,-,"前- / 后●",●,-,-,-,-,-,●,-,●,●,-,-,-,●,●,●,●,●,●,●,仿皮,●,-,-,-,比例放倒,"前● / 后-",-,-,-,●,9英寸,USB,-,4-5喇叭,卤素,卤素,●,-,-,●,●,-,"前● / 后●",主驾驶位,●,●,●,●,●,●,-,手动●,-
"哈弗H2s 2017款 红标 1.5T 自动舒适型",长城汽车,小型SUV,2016.11,"1.5T 150马力 L4",7挡双离合,4195*1772*1638,5门5座SUV,-,-,1.5,涡轮增压,双离合变速箱(DCT,电子驻车,"主● / 副●",-,-,-,●,●,●,●,●,●,●,-,-,-,-,-,●,-,-,-,-,-,●,-,-,●,-,-,-,●,●,●,●,●,●,●,仿皮,●,-,-,-,比例放倒,"前● / 后-",-,-,-,●,9英寸,USB,-,4-5喇叭,卤素,卤素,●,-,-,●,●,-,"前● / 后●",-,-,●,●,-,●,●,-,手动●,-
"哈弗H2s 2017款 红标 1.5T 自动豪华型",长城汽车,小型SUV,2016.11,"1.5T 150马力 L4",7挡双离合,4195*1772*1638,5门5座SUV,-,-,1.5,涡轮增压,双离合变速箱(DCT,电子驻车,"主● / 副●","前● / 后-","前● / 后●",●,●,●,●,●,●,●,●,-,-,-,-,"前● / 后●",●,-,-,-,-,-,●,-,●,●,-,-,-,●,●,●,●,●,●,●,仿皮,●,"主● / 副-",-,-,比例放倒,"前● / 后-",-,-,-,●,9英寸,USB,-,6-7喇叭,卤素(选装氙气),卤素(选装氙气),●,-,●,●,●,-,"前● / 后●",主驾驶位,●,●,●,●,●,●,●,自动●,-
"哈弗H2s 2017款 蓝标 1.5T 自动精英型",长城汽车,小型SUV,2016.11,"1.5T 150马力 L4",7挡双离合,4146*1772*1638,5门5座SUV,-,-,1.5,涡轮增压,双离合变速箱(DCT,电子驻车,"主● / 副●","前● / 后-",-,-,●,●,●,●,●,●,●,-,-,-,-,"前- / 后●",●,-,-,-,-,-,●,-,●,●,-,-,-,●,●,●,●,●,●,●,仿皮,●,-,-,-,比例放倒,"前● / 后-",-,-,-,●,9英寸,USB,-,4-5喇叭,卤素,卤素,●,-,-,●,●,-,"前● / 后●",主驾驶位,●,●,●,-,●,●,-,手动●,-
"哈弗H2s 2017款 蓝标 1.5T 自动舒适型",长城汽车,小型SUV,2016.11,"1.5T 150马力 L4",7挡双离合,4146*1772*1638,5门5座SUV,-,-,1.5,涡轮增压,双离合变速箱(DCT,电子驻车,"主● / 副●",-,-,-,●,●,●,●,●,●,●,-,-,-,-,-,●,-,-,-,-,-,●,-,-,●,-,-,-,●,●,●,●,●,●,-,仿皮,●,-,-,-,比例放倒,"前● / 后-",-,-,-,●,9英寸,USB,-,4-5喇叭,卤素,卤素,●,-,-,●,●,-,"前● / 后●",-,-,●,●,-,●,●,-,手动●,-
"哈弗H2s 2017款 蓝标 1.5T 自动豪华型",长城汽车,小型SUV,2016.11,"1.5T 150马力 L4",7挡双离合,4146*1772*1638,5门5座SUV,-,-,1.5,涡轮增压,双离合变速箱(DCT,电子驻车,"主● / 副●","前● / 后-","前● / 后●",●,●,●,●,●,●,●,●,-,-,-,-,"前● / 后●",●,-,-,-,-,-,●,-,●,●,-,-,-,●,●,●,●,●,●,●,仿皮,●,"主○ / 副-",-,-,比例放倒,"前● / 后-",-,-,-,●,9英寸,USB,-,6-7喇叭,卤素(选装氙气),卤素(选装氙气),●,-,●,●,●,-,"前● / 后●",主驾驶位,●,●,●,●,●,●,●,自动●,-
"哈弗H6 2016款 升级版 1.5T 自动两驱尊贵型",长城汽车,紧凑型SUV,2016.03,"1.5T 150马力 L4",6挡手自一体,4640*1825*1690,5门5座SUV,-,-,1.5,涡轮增压,手自一体变速箱(AT,手刹,"主● / 副●","前● / 后-","前● / 后●",●,●,●,●,●,●,●,●,-,-,-,-,"前- / 后●",●,-,-,-,-,-,●,●,-,●,-,-,-,●,●,●,●,●,●,●,仿皮,●,"主● / 副-",-,-,比例放倒,"前● / 后●",●,●,-,●,-,USB+AUX+SD,单碟DVD,6-7喇叭,卤素,卤素,-,-,●,-,●,●,"前● / 后●",主驾驶位,●,-,●,●,●,●,●,自动●,-
"哈弗H6 2016款 升级版 1.5T 自动两驱精英型",长城汽车,紧凑型SUV,2016.03,"1.5T 150马力 L4",6挡手自一体,4640*1825*1690,5门5座SUV,-,8.3,1.5,涡轮增压,手自一体变速箱(AT,手刹,"主● / 副●",-,-,●,●,●,●,●,●,●,●,-,-,-,-,"前- / 后●",●,-,-,-,-,-,●,●,-,●,-,-,-,●,●,●,●,●,●,●,仿皮,●,-,-,-,比例放倒,"前● / 后●",●,●,-,●,-,USB+AUX+SD,单碟CD,6-7喇叭,卤素,卤素,-,-,-,-,●,-,"前● / 后●",主驾驶位,●,-,●,●,●,●,-,自动●,-
"哈弗H6 2017款 换代 红标 1.3T 自动两驱智尚型",长城汽车,紧凑型SUV,2017.04,"1.3T 139马力 L4",7挡双离合,4600*1860*1720,5门5座SUV,-,-,1.3,涡轮增压,双离合变速箱(DCT,电子驻车,"主● / 副●","前● / 后-","前● / 后●",●,●,●,●,●,●,●,●,-,-,-,-,"前● / 后●",●,-,-,-,-,●,●,●,●,●,-,-,-,●,●,●,●,●,●,●,仿皮,●,"主● / 副-",-,-,比例放倒,"前● / 后●",●,●,●,●,9英寸,USB+AUX,-,6-7喇叭,氙气,氙气,●,-,●,●,●,●,"前● / 后●",全车,●,-,●,●,●,●,●,自动●,●
"哈弗H6 2017款 换代 红标 1.3T 自动两驱风尚型",长城汽车,紧凑型SUV,2017.04,"1.3T 139马力 L4",7挡双离合,4600*1860*1720,5门5座SUV,-,-,1.3,涡轮增压,双离合变速箱(DCT,电子驻车,"主● / 副●","前● / 后-",-,●,●,●,●,●,●,●,●,-,-,-,-,"前- / 后●",●,-,-,-,-,●,●,○,○,●,-,-,-,●,●,●,●,●,●,●,仿皮,●,-,-,-,比例放倒,"前● / 后●",●,●,●,●,9英寸,USB+AUX,-,6-7喇叭,卤素,卤素,●,-,○,●,●,●,"前● / 后●",主驾驶位,●,-,●,-,●,●,○,自动●,●
"哈弗H6 2017款 换代 红标 2.0T 自动两驱智尚型",长城汽车,紧凑型SUV,2017.04,"2.0T 197马力 L4",7挡双离合,4600*1860*1720,5门5座SUV,-,-,2.0,涡轮增压,双离合变速箱(DCT,电子驻车,"主● / 副●","前● / 后-","前● / 后●",●,●,●,●,●,●,●,●,-,-,-,-,"前● / 后●",●,-,-,-,-,●,●,●,●,●,-,-,-,●,●,●,●,●,●,●,仿皮,●,"主● / 副-",-,-,比例放倒,"前● / 后●",●,●,●,●,9英寸,USB+AUX,-,6-7喇叭,氙气,氙气,●,-,●,●,●,●,"前● / 后●",全车,●,-,●,●,●,●,●,自动●,●
"哈弗H6 2017款 换代 红标 2.0T 自动两驱领尚型",长城汽车,紧凑型SUV,2017.04,"2.0T 197马力 L4",7挡双离合,4600*1860*1720,5门5座SUV,-,-,2.0,涡轮增压,双离合变速箱(DCT,电子驻车,"主● / 副●","前● / 后-","前● / 后●",●,●,●,●,●,●,●,●,●,○,-,-,"前● / 后●",●,-,-,-,-,●,●,●,●,●,-,-,-,●,●,●,●,●,●,●,仿皮,●,"主● / 副○",-,●,比例放倒,"前● / 后●",●,●,●,●,9英寸,USB+AUX,-,10-11喇叭,氙气,氙气,●,-,●,●,●,●,"前● / 后●",全车,●,-,●,●,●,●,●,自动●,●
"哈弗H6 2017款 换代 红标 2.0T 自动两驱风尚型",长城汽车,紧凑型SUV,2017.04,"2.0T 197马力 L4",7挡双离合,4600*1860*1720,5门5座SUV,-,-,2.0,涡轮增压,双离合变速箱(DCT,电子驻车,"主● / 副●","前● / 后-",-,●,●,●,●,●,●,●,●,-,-,-,-,"前- / 后●",●,-,-,-,-,●,●,○,○,●,-,-,-,●,●,●,●,●,●,●,仿皮,●,-,-,-,比例放倒,"前● / 后●",●,●,●,●,9英寸,USB+AUX,-,6-7喇叭,卤素,卤素,●,-,○,●,●,●,"前● / 后●",主驾驶位,●,-,●,-,●,●,○,自动●,●
"哈弗H6 2017款 换代 蓝标 1.3T 自动两驱时尚型",长城汽车,紧凑型SUV,2017.04,"1.3T 139马力 L4",7挡双离合,4600*1860*1720,5门5座SUV,-,-,1.3,涡轮增压,双离合变速箱(DCT,电子驻车,"主● / 副●",-,-,○,●,●,●,●,●,●,●,-,-,-,-,"前- / 后●",-,-,-,-,-,●,●,-,-,●,-,-,-,-,●,●,●,●,●,-,织物,●,-,-,-,比例放倒,"前● / 后●",●,○,○,●,9英寸,USB+AUX,-,6-7喇叭,卤素,卤素,●,-,-,●,●,-,"前● / 后●",主驾驶位,●,-,●,-,●,●,-,自动●,●
"哈弗H6 2017款 换代 蓝标 1.3T 自动两驱智尚型",长城汽车,紧凑型SUV,2017.04,"1.3T 139马力 L4",7挡双离合,4600*1860*1720,5门5座SUV,-,-,1.3,涡轮增压,双离合变速箱(DCT,电子驻车,"主● / 副●","前● / 后-",-,●,●,●,●,●,●,●,●,-,-,-,-,"前- / 后●",●,-,-,-,-,●,●,●,●,●,-,-,-,●,●,●,●,●,●,●,仿皮,●,"主● / 副●",-,-,比例放倒,"前● / 后●",●,●,●,●,9英寸,USB+AUX,-,6-7喇叭,卤素,卤素,●,-,●,●,●,●,"前● / 后●",全车,●,-,●,●,●,●,●,自动●,●
"哈弗H6 2017款 换代 蓝标 2.0T 自动两驱智尚型",长城汽车,紧凑型SUV,2017.04,"2.0T 197马力 L4",7挡双离合,4600*1860*1720,5门5座SUV,-,-,2.0,涡轮增压,双离合变速箱(DCT,电子驻车,"主● / 副●","前● / 后-",-,●,●,●,●,●,●,●,●,-,-,-,-,"前- / 后●",●,-,-,-,-,●,●,●,●,●,-,-,-,●,●,●,●,●,●,●,仿皮,●,"主● / 副●",-,-,比例放倒,"前● / 后●",●,●,●,●,9英寸,USB+AUX,-,6-7喇叭,卤素,卤素,●,-,●,●,●,●,"前● / 后●",全车,●,-,●,●,●,●,●,自动●,●
"哈弗H6 2017款 换代 蓝标 2.0T 自动两驱领尚型",长城汽车,紧凑型SUV,2017.04,"2.0T 197马力 L4",7挡双离合,4600*1860*1720,5门5座SUV,-,-,2.0,涡轮增压,双离合变速箱(DCT,电子驻车,"主● / 副●","前● / 后-","前● / 后●",●,●,●,●,●,●,●,●,●,○,-,-,"前● / 后●",●,-,-,-,-,●,●,●,●,●,-,-,-,●,●,●,●,●,●,●,仿皮,●,"主● / 副●",-,●,比例放倒,"前● / 后●",●,●,●,●,9英寸,USB+AUX,-,10-11喇叭,氙气,氙气,●,-,●,●,●,●,"前● / 后●",全车,●,-,●,●,●,●,●,自动●,●
"哈弗H6 2017款 换代 蓝标 2.0T 自动两驱风尚型",长城汽车,紧凑型SUV,2017.04,"2.0T 197马力 L4",7挡双离合,4600*1860*1720,5门5座SUV,-,-,2.0,涡轮增压,双离合变速箱(DCT,电子驻车,"主● / 副●","前● / 后-",-,●,●,●,●,●,●,●,●,-,-,-,-,"前- / 后●",○,-,-,-,-,●,●,●,●,●,-,-,-,●,●,●,●,●,●,●,仿皮,●,-,-,-,比例放倒,"前● / 后●",●,○,○,●,9英寸,USB+AUX,-,6-7喇叭,卤素,卤素,●,-,●,●,●,-,"前● / 后●",主驾驶位,●,-,●,-,●,●,●,自动●,●
"哈弗H6 2017款 改款红标 运动版 1.5T 自动两驱",长城汽车,紧凑型SUV,2017.07,"1.5T 150马力 L4",6挡手自一体,4649*1852*1710,5门5座SUV,-,-,1.5,涡轮增压,手自一体变速箱(AT,手刹,"主● / 副●","前● / 后-",-,●,●,●,●,●,●,●,●,-,-,-,-,"前- / 后●",●,-,-,-,-,●,●,●,-,●,-,-,-,●,●,●,●,●,●,●,仿皮,●,"主● / 副-",-,-,比例放倒,"前● / 后●",●,●,-,●,8英寸,USB+AUX,-,6-7喇叭,卤素,卤素,●,-,-,●,●,-,"前● / 后●",主驾驶位,●,-,●,-,●,●,-,自动●,-
"哈弗H6 2017款 改款蓝标 运动版 1.5T 自动两驱",长城汽车,紧凑型SUV,2017.07,"1.5T 150马力 L4",6挡手自一体,4681*1827*1710,5门5座SUV,-,-,1.5,涡轮增压,手自一体变速箱(AT,手刹,"主● / 副●","前● / 后-","前● / 后●",●,●,●,●,●,●,●,●,-,-,-,-,"前● / 后●",●,-,-,-,-,●,●,●,-,●,-,-,-,●,●,●,●,●,●,●,仿皮,●,"主● / 副-",-,-,比例放倒,"前● / 后●",●,●,-,●,8英寸,USB+AUX,-,6-7喇叭,氙气,卤素,●,-,●,●,●,●,"前● / 后●",主驾驶位,●,-,●,●,●,●,●,自动●,-
