Name,Company,Level,MarketTime,Engine,Gearbox,LWH,BodyStructure,MaximunSpeed,FuelConsumption,EngineCapacity,EngineForm,GearboxType,ParkingBrakeType,PSAirbag,BASideAirbag,BAHeadAirbag,TirePressure,SeatBeltWarning,ChildSeat,ABS,EBD,EBA,ASR,ESC,MergeSupport,DeviationWarning,SecuritySystem,NightVersion,ParkingRadar,ParkingVideo,PanoramicCamera,Cruise,AdaptiveCruise,AutomaticParking,EngineAutomatic,UphillSupport,AutomaticSkylight,PanoramicSkylight,Rims,AutomaticDoor,AutomaticTrunk,InduceTrunk,RoofRacks,EngineAntiTheft,ParkingLock,RemoteKey,KeylessStart,KeylessEntry,SteeringWheel,SeatMaterial,SeatAdjust,PSSeatAdjust,AfterSeatAdjust,SeatMemory,SeatFallDown,CentralArmrest,CupHolder,GPS,Positioning,Screen,ScreenSize,Interface,CDDVD,Speaker,LowLights,HighLights,LED,AdaptiveLights,HeadLights,SupportLights,FogLights,AtmosphereLights,AutomaticWindow,WindowLift,WindowAntiClipHand,InsulatedGlass,AutomaticRearviewAdjust,AutomaticRearviewFold,MakeupMirror,Wipers,InduceWipers,AirConditioning,WindOutlet
"卡罗拉 2016款 双擎 1.8L CVT先锋版",一汽丰田,紧凑型车,2015.10,"1.8L 99马力 L4",E-CVT无级变速,4630*1775*1485,4门5座三厢车,180,4.2,1.8,自然吸气,207,扭力梁式非独立悬架,"主● / 副●","前● / 后-","前● / 后●",-,●,●,●,●,●,●,●,-,-,-,-,-,-,-,-,-,-,-,●,-,-,●,-,-,-,-,●,●,●,●,-,-,织物,-,-,-,-,-,"前● / 后-",-,-,-,-,-,USB+AUX,单碟CD,6-7喇叭,LED,LED,-,-,-,-,●,-,"前● / 后●",,-,●,●,●,●,-,-,自动●,-
"卡罗拉 2016款 双擎 1.8L CVT旗舰版",一汽丰田,紧凑型车,2015.10,"1.8L 99马力 L4",E-CVT无级变速,4630*1775*1485,4门5座三厢车,180,4.2,1.8,自然吸气,207,扭力梁式非独立悬架,"主● / 副●","前● / 后-","前● / 后●",-,●,●,●,●,●,●,●,-,-,-,-,-,●,-,-,-,-,-,●,●,-,●,-,-,-,-,●,●,●,●,●,●,真皮,●,"主● / 副-",-,-,-,"前● / 后●",●,●,-,●,-,USB+AUX,单碟CD,6-7喇叭,LED,LED,●,●,●,-,●,●,"前● / 后●",,-,●,●,●,●,-,●,自动●,-
"卡罗拉 2016款 双擎 1.8L CVT精英版",一汽丰田,紧凑型车,2015.10,"1.8L 99马力 L4",E-CVT无级变速,4630*1775*1485,4门5座三厢车,180,4.2,1.8,自然吸气,207,扭力梁式非独立悬架,"主● / 副●","前● / 后-","前● / 后●",-,●,●,●,●,●,●,●,-,-,-,-,"前● / 后●",-,-,-,-,-,-,●,●,-,●,-,-,-,-,●,●,●,●,-,●,真皮,●,-,-,-,-,"前● / 后●",●,-,-,-,-,USB+AUX,单碟CD,6-7喇叭,LED,LED,-,-,●,-,●,●,"前● / 后●",,-,●,●,●,●,-,-,自动●,-
"卡罗拉 2016款 双擎 1.8L CVT豪华版",一汽丰田,紧凑型车,2015.10,"1.8L 99马力 L4",E-CVT无级变速,4630*1775*1485,4门5座三厢车,180,4.2,1.8,自然吸气,207,扭力梁式非独立悬架,"主● / 副●","前● / 后-","前● / 后●",-,●,●,●,●,●,●,●,-,-,-,-,-,●,-,-,-,-,-,●,●,-,●,-,-,-,-,●,●,●,●,●,●,真皮,●,-,-,-,-,"前● / 后●",●,-,-,●,-,USB+AUX,-,6-7喇叭,LED,LED,●,-,●,-,●,●,"前● / 后●",,-,●,●,●,●,-,-,自动●,-
"卡罗拉 2016款 双擎 1.8L CVT领先版",一汽丰田,紧凑型车,2016.07,"1.8L 99马力 L4",E-CVT无级变速,4630*1775*1485,4门5座三厢车,180,4.2,1.8,自然吸气,207,扭力梁式非独立悬架,"主● / 副●","前● / 后-","前● / 后●",-,●,●,●,●,●,●,●,-,-,-,-,-,-,-,-,-,-,-,●,●,-,●,-,-,-,-,●,●,●,●,-,-,织物,-,-,-,-,-,"前● / 后-",-,-,-,-,-,USB+AUX,单碟CD,6-7喇叭,LED,LED,-,-,-,-,●,-,"前● / 后●",,-,●,●,●,●,-,-,自动●,-
"卡罗拉 2017款 1.2T CVT GL",一汽丰田,紧凑型车,2016.09,"1.2T 116马力 L4",CVT无级变速(模拟8挡),4630*1775*1480,4门5座三厢车,-,5.4,1.2,涡轮增压,无级变速箱(CVT),手刹,"主● / 副●","前● / 后-",-,-,●,●,●,●,●,●,●,-,-,-,-,-,-,-,-,-,-,●,●,-,-,●,-,-,-,-,-,●,●,-,-,-,织物,-,-,-,-,-,"前● / 后-",-,-,-,-,-,USB+AUX,单碟CD,6-7喇叭,卤素,卤素,-,-,-,-,●,-,"前● / 后●",,-,-,●,●,●,-,-,手动●,-
"卡罗拉 2017款 1.2T CVT GL-i",一汽丰田,紧凑型车,2016.09,"1.2T 116马力 L4",CVT无级变速(模拟8挡),4630*1775*1480,4门5座三厢车,-,5.4,1.2,涡轮增压,无级变速箱(CVT),手刹,"主● / 副●","前● / 后-",-,-,●,●,●,●,●,●,●,-,-,-,-,"前● / 后●",-,-,-,-,-,●,●,●,-,●,-,-,-,-,●,●,●,-,-,-,织物,●,-,-,-,-,"前● / 后-",-,-,-,-,-,USB+AUX,单碟CD,6-7喇叭,卤素,卤素,-,-,-,-,●,-,"前● / 后●",,●,-,●,●,●,-,-,手动●,-
"卡罗拉 2017款 1.2T CVT GL-i真皮版",一汽丰田,紧凑型车,2016.09,"1.2T 116马力 L4",CVT无级变速(模拟8挡),4630*1775*1480,4门5座三厢车,-,5.4,1.2,涡轮增压,无级变速箱(CVT),手刹,"主● / 副●","前● / 后-",-,-,●,●,●,●,●,●,●,-,-,-,-,"前● / 后●",-,-,-,-,-,●,●,●,-,●,-,-,-,-,●,●,●,-,-,●,真皮,●,-,-,-,比例放倒,"前● / 后●",●,-,-,-,-,USB+AUX,单碟CD,6-7喇叭,卤素,卤素,-,-,-,-,●,-,"前● / 后●",,●,-,●,●,●,-,-,手动●,-
"卡罗拉 2017款 1.2T CVT GL-i真皮特别版",一汽丰田,紧凑型车,2016.09,"1.2T 116马力 L4",CVT无级变速(模拟8挡),4630*1775*1480,4门5座三厢车,-,5.4,1.2,涡轮增压,无级变速箱(CVT),手刹,"主● / 副●","前● / 后-",-,-,●,●,●,●,●,●,●,-,-,-,-,"前● / 后●",-,-,-,-,-,●,●,●,-,●,-,-,-,-,●,●,●,-,-,●,真皮,●,-,-,-,比例放倒,"前● / 后●",●,-,-,-,-,USB+AUX,单碟CD,6-7喇叭,卤素,卤素,-,-,-,-,●,-,"前● / 后●",,●,-,●,●,●,-,-,手动●,-
"卡罗拉 2017款 1.2T CVT GLX-i",一汽丰田,紧凑型车,2016.09,"1.2T 116马力 L4",CVT无级变速(模拟8挡),4630*1775*1480,4门5座三厢车,-,5.4,1.2,涡轮增压,无级变速箱(CVT),手刹,"主● / 副●","前● / 后-",-,-,●,●,●,●,●,●,●,-,-,-,-,-,●,-,-,-,-,●,●,●,-,●,-,-,-,-,●,●,●,●,●,●,真皮,●,-,-,-,比例放倒,"前● / 后●",●,-,-,●,-,USB+AUX,单碟CD,6-7喇叭,卤素,卤素,-,-,●,-,●,-,"前● / 后●",,●,-,●,●,●,-,-,自动●,-
"卡罗拉 2017款 1.8L CVT GLX-i",一汽丰田,紧凑型车,2016.09,"1.8L 140马力 L4",CVT无级变速(模拟8挡),4630*1775*1480,4门5座三厢车,-,5.9,1.8,自然吸气,无级变速箱(CVT),手刹,"主● / 副●","前● / 后-",-,-,●,●,●,●,●,●,●,-,-,-,-,-,●,-,-,-,-,●,●,●,-,●,-,-,-,-,●,●,●,●,●,●,真皮,●,-,-,-,比例放倒,"前● / 后●",●,-,-,●,-,USB+AUX,单碟CD,6-7喇叭,卤素,卤素,●,-,●,-,●,●,"前● / 后●",,●,-,●,●,●,-,-,自动●,-
"卡罗拉 2017款 1.8L CVT至高版",一汽丰田,紧凑型车,2016.09,"1.8L 140马力 L4",CVT无级变速(模拟8挡),4630*1775*1480,4门5座三厢车,-,5.9,1.8,自然吸气,无级变速箱(CVT),手刹,"主● / 副●","前● / 后-","前● / 后●",-,●,●,●,●,●,●,●,-,-,-,-,-,●,-,-,-,-,●,●,●,-,●,-,-,-,-,●,●,●,●,●,●,真皮,●,"主● / 副-",-,-,比例放倒,"前● / 后●",●,●,-,●,-,USB+AUX,单碟CD,6-7喇叭,卤素,卤素,●,-,●,-,●,●,"前● / 后●",,●,-,●,●,●,-,-,自动●,-
"卡罗拉 2017款 改款 1.2T CVT GL",一汽丰田,紧凑型车,2017.04,"1.2T 116马力 L4",CVT无级变速(模拟8挡),4620*1775*1480,4门5座三厢车,-,5.4,1.2,涡轮增压,无级变速箱(CVT),手刹,"主● / 副●","前● / 后-",-,-,●,●,●,●,●,●,●,-,-,-,-,-,-,-,-,-,-,●,●,-,-,●,-,-,-,-,-,●,●,-,-,-,织物,●,-,-,-,-,"前● / 后-",-,-,-,-,-,USB+AUX,单碟CD,4-5喇叭,卤素,卤素,-,-,-,-,●,-,"前● / 后●",-,-,-,●,-,●,-,-,手动●,-
"卡罗拉 2017款 改款 1.2T CVT GL-i",一汽丰田,紧凑型车,2017.04,"1.2T 116马力 L4",CVT无级变速(模拟8挡),4620*1775*1480,4门5座三厢车,-,5.6,1.2,涡轮增压,无级变速箱(CVT),手刹,"主● / 副●","前● / 后-",-,-,●,●,●,●,●,●,●,-,-,-,-,-,●,-,-,-,-,●,●,●,-,●,-,-,-,-,●,●,●,-,-,-,织物,●,-,-,-,比例放倒,"前● / 后●",●,-,-,●,8英寸,USB+AUX,-,4-5喇叭,卤素,卤素,-,-,-,-,●,-,"前● / 后●",主驾驶位,●,-,●,-,●,-,-,手动●,-
"卡罗拉 2017款 改款 1.2T CVT GL-i真皮版",一汽丰田,紧凑型车,2017.04,"1.2T 116马力 L4",CVT无级变速(模拟8挡),4620*1775*1480,4门5座三厢车,-,5.6,1.2,涡轮增压,无级变速箱(CVT),手刹,"主● / 副●","前● / 后-",-,-,●,●,●,●,●,●,●,-,-,-,-,-,●,-,-,-,-,●,●,●,-,●,-,-,-,-,●,●,●,-,-,●,真皮,●,-,-,-,比例放倒,"前● / 后●",●,-,-,●,8英寸,USB+AUX,-,6-7喇叭,卤素,卤素,-,-,-,-,●,-,"前● / 后●",主驾驶位,●,-,●,-,●,-,-,手动●,-
"卡罗拉 2017款 改款 1.2T CVT GLX-i",一汽丰田,紧凑型车,2017.04,"1.2T 116马力 L4",CVT无级变速(模拟8挡),4620*1775*1480,4门5座三厢车,-,5.6,1.2,涡轮增压,无级变速箱(CVT),手刹,"主● / 副●","前● / 后-",-,-,●,●,●,●,●,●,●,-,-,-,-,-,●,-,-,-,-,●,●,●,-,●,-,-,-,-,●,●,●,●,●,●,真皮,●,-,-,-,比例放倒,"前● / 后●",●,-,-,●,8英寸,USB+AUX,-,6-7喇叭,卤素,卤素,-,-,●,-,●,●,"前● / 后●",主驾驶位,●,-,●,-,●,-,-,自动●,-
"卡罗拉 2017款 改款 1.8L CVT GLX-i",一汽丰田,紧凑型车,2017.04,"1.8L 140马力 L4",CVT无级变速(模拟8挡),4620*1775*1480,4门5座三厢车,-,5.9,1.8,自然吸气,无级变速箱(CVT),手刹,"主● / 副●","前● / 后-",-,-,●,●,●,●,●,●,●,-,-,-,-,-,●,-,-,-,-,●,●,●,-,●,-,-,-,-,●,●,●,●,●,●,真皮,●,-,-,-,比例放倒,"前● / 后●",●,-,-,●,8英寸,USB+AUX,-,6-7喇叭,LED,LED,●,-,●,-,●,●,"前● / 后●",主驾驶位,●,-,●,●,●,-,-,自动●,-
"卡罗拉 2017款 改款双擎 1.8L CVT先锋版",一汽丰田,紧凑型车,2017.04,"1.8L 99马力 L4",E-CVT无级变速,4630*1775*1485,4门5座三厢车,180,4.2,1.8,自然吸气,207,扭力梁式非独立悬架,"主● / 副●","前● / 后-","前● / 后●",-,●,●,●,●,●,●,●,-,-,-,-,-,-,-,-,-,-,-,●,-,-,●,-,-,-,-,●,●,●,●,-,-,织物,●,-,-,-,-,"前● / 后-",-,-,-,-,-,USB+AUX,单碟CD,6-7喇叭,LED,LED,-,-,-,-,●,●,"前● / 后●",主驾驶位,-,●,●,-,●,-,-,自动●,-
"卡罗拉 2017款 改款双擎 1.8L CVT旗舰版",一汽丰田,紧凑型车,2017.04,"1.8L 99马力 L4",E-CVT无级变速,4630*1775*1485,4门5座三厢车,180,4.2,1.8,自然吸气,207,扭力梁式非独立悬架,"主● / 副●","前● / 后-","前● / 后●",-,●,●,●,●,●,●,●,-,-,-,-,-,●,-,-,-,-,-,●,●,-,●,-,-,-,-,●,●,●,●,●,●,真皮,●,"主● / 副-",-,-,-,"前● / 后●",●,●,-,●,8英寸,USB+AUX,-,6-7喇叭,LED,LED,●,●,●,-,●,●,"前● / 后●",主驾驶位,●,●,●,●,●,-,●,自动●,-
"卡罗拉 2017款 改款双擎 1.8L CVT精英版",一汽丰田,紧凑型车,2017.04,"1.8L 99马力 L4",E-CVT无级变速,4630*1775*1485,4门5座三厢车,180,4.2,1.8,自然吸气,207,扭力梁式非独立悬架,"主● / 副●","前● / 后-","前● / 后●",-,●,●,●,●,●,●,●,-,-,-,-,"前● / 后●",-,-,-,-,-,-,●,●,-,●,-,-,-,-,●,●,●,●,-,●,真皮,●,-,-,-,-,"前● / 后●",●,-,-,-,-,USB+AUX,单碟CD,6-7喇叭,LED,LED,-,-,●,-,●,●,"前● / 后●",主驾驶位,●,●,●,-,●,-,-,自动●,-
"卡罗拉 2017款 改款双擎 1.8L CVT豪华版",一汽丰田,紧凑型车,2017.04,"1.8L 99马力 L4",E-CVT无级变速,4630*1775*1485,4门5座三厢车,180,4.2,1.8,自然吸气,207,扭力梁式非独立悬架,"主● / 副●","前● / 后-","前● / 后●",-,●,●,●,●,●,●,●,-,-,-,-,-,●,-,-,-,-,-,●,●,-,●,-,-,-,-,●,●,●,●,●,●,真皮,●,-,-,-,-,"前● / 后●",●,-,-,●,8英寸,USB+AUX,-,6-7喇叭,LED,LED,●,-,●,-,●,●,"前● / 后●",主驾驶位,●,●,●,●,●,-,-,自动●,-
"卡罗拉 2017款 改款双擎 1.8L CVT领先版",一汽丰田,紧凑型车,2017.04,"1.8L 99马力 L4",E-CVT无级变速,4630*1775*1485,4门5座三厢车,180,4.2,1.8,自然吸气,207,扭力梁式非独立悬架,"主● / 副●","前● / 后-","前● / 后●",-,●,●,●,●,●,●,●,-,-,-,-,-,-,-,-,-,-,-,●,●,-,●,-,-,-,-,●,●,●,●,-,-,织物,●,-,-,-,-,"前● / 后-",-,-,-,-,-,USB+AUX,单碟CD,6-7喇叭,LED,LED,-,-,-,-,●,●,"前● / 后●",主驾驶位,-,●,●,-,●,-,-,自动●,-
"名图 2017款 1.6T 自动旗舰型TOP",北京现代,中型车,2017.04,"1.6T 175马力 L4",7挡双离合,4710*1820*1470,4门5座三厢车,210,6.5,1.6,涡轮增压,双离合变速箱(DCT),脚刹,"主● / 副●","前● / 后-",-,●,●,●,●,●,●,●,●,●,-,-,-,"前- / 后●",●,-,-,-,-,○,●,●,●,●,-,-,●,-,●,●,●,●,●,●,仿皮,●,"主● / 副-",-,-,-,"前● / 后●",●,-,-,●,8英寸,USB+AUX,-,6-7喇叭,卤素(选装氙气),卤素(选装氙气),●,-,●,-,-,-,"前● / 后●",-,●,-,●,●,●,-,-,自动●,●
"名图 2017款 1.6T 自动智能型GLS",北京现代,中型车,2017.04,"1.6T 175马力 L4",7挡双离合,4710*1820*1470,4门5座三厢车,210,6.5,1.6,涡轮增压,双离合变速箱(DCT),脚刹,"主● / 副●",-,-,-,●,●,●,●,●,●,●,-,-,-,-,"前- / 后●",●,-,-,-,-,○,●,●,●,●,-,-,●,-,●,●,●,●,●,-,仿皮,●,-,-,-,-,"前● / 后●",●,-,-,●,8英寸,USB+AUX,-,6-7喇叭,卤素,卤素,●,-,-,-,-,-,"前● / 后●",-,●,-,●,-,●,-,-,自动●,●
"名图 2017款 1.8L 自动尊贵型DLX",北京现代,中型车,2017.03,"1.8L 143马力 L4",6挡手自一体,4710*1820*1470,4门5座三厢车,200,6.7,1.8,自然吸气,手自一体变速箱(AT),脚刹,"主● / 副●","前● / 后-",-,●,●,●,●,●,●,●,●,○,-,-,-,"前- / 后●",●,-,-,-,-,●,●,●,●,●,-,-,●,-,●,●,●,●,●,●,仿皮,●,"主● / 副-",-,-,-,"前● / 后●",●,-,-,●,8英寸,USB+AUX,-,6-7喇叭,卤素(选装氙气),卤素(选装氙气),●,-,●,-,-,-,"前● / 后●",-,●,-,●,●,●,-,-,自动●,●
"名图 2017款 1.8L 自动智能型GLS",北京现代,中型车,2017.04,"1.8L 143马力 L4",6挡手自一体,4710*1820*1470,4门5座三厢车,200,6.7,1.8,自然吸气,手自一体变速箱(AT),脚刹,"主● / 副●",-,-,-,●,●,●,●,●,●,●,-,-,-,-,"前- / 后●",●,-,-,-,-,●,●,●,●,●,-,-,●,-,●,●,●,●,●,-,仿皮,●,-,-,-,-,"前● / 后●",●,-,-,●,8英寸,USB+AUX,-,6-7喇叭,卤素,卤素,●,-,-,-,-,-,"前● / 后●",-,●,-,●,-,●,-,-,自动●,●
"君威 2015款 2.0L 领先时尚型",上汽通用别克,中型车,2015.03,"2.0L 154马力 L4",6挡手自一体,4843*1856*1484,4门5座三厢车,197,8.2,2.0,自然吸气,手自一体变速箱(AT),手刹,"主● / 副●","前● / 后-",-,●,●,●,●,●,●,●,●,-,-,-,-,"前- / 后●",-,-,-,-,-,-,●,●,-,●,-,-,-,-,●,●,●,-,-,-,皮/织物混搭,●,"主● / 副-",-,-,比例放倒,"前● / 后●",●,-,-,-,-,USB+AUX,-,6-7喇叭,卤素,卤素,●,-,●,-,●,●,"前● / 后●",主驾驶位,●,-,●,-,●,-,-,自动●,●
"君威 2017款 20T 领先型",上汽通用别克,中型车,2017.07,"1.5T 170马力 L4",9挡手自一体,4902*1863*1456,4门5座三厢车,-,6.3,1.5,涡轮增压,手自一体变速箱(AT),电子驻车,"主● / 副●","前● / 后-","前● / 后●",●,●,●,●,●,●,●,●,-,-,-,-,"前- / 后●",-,-,-,-,-,●,●,●,-,●,-,-,-,-,●,●,●,●,●,-,织物,●,-,-,-,比例放倒,"前● / 后●",●,-,-,●,8英寸,USB+AUX,-,6-7喇叭,卤素,卤素,●,-,●,-,-,-,"前● / 后●",主驾驶位,●,●,●,-,●,-,-,自动●,●
"哥瑞 2016款 1.5L CVT豪华版",东风本田,紧凑型车,2015.10,"1.5L 131马力 L4",CVT无级变速,4495*1705*1477,4门5座三厢车,188,5.5,1.5,自然吸气,无级变速箱(CVT),手刹,"主● / 副●","前● / 后-","前● / 后●",-,●,●,●,●,●,●,●,-,-,-,-,"前- / 后●",●,-,-,-,-,-,●,●,-,●,-,-,-,-,●,●,●,●,●,●,真皮,●,-,-,-,-,"前● / 后-",-,-,-,●,7英寸,USB+HDMI,-,4-5喇叭,卤素,卤素,-,-,-,-,●,-,"前● / 后●",-,●,-,●,-,●,-,-,自动●,●
"哥瑞 2016款 1.5L CVT风尚版",东风本田,紧凑型车,2015.10,"1.5L 131马力 L4",CVT无级变速,4495*1705*1477,4门5座三厢车,186,5.4,1.5,自然吸气,无级变速箱(CVT),手刹,"主● / 副●","前● / 后-",-,-,●,●,●,●,●,●,●,-,-,-,-,-,-,-,-,-,-,-,●,●,-,●,-,-,-,-,●,●,●,-,-,-,织物,●,-,-,-,-,"前● / 后-",-,-,-,-,-,USB,-,4-5喇叭,卤素,卤素,-,-,-,-,●,-,"前● / 后●",-,●,-,●,-,●,-,-,手动●,●
"天籁 2016款 2.0L XE时尚版",东风日产,中型车,2016.07,"2.0L 150马力 L4",CVT无级变速,4891*1830*1490,4门5座三厢车,192,7.2,2.0,自然吸气,无级变速箱(CVT),脚刹,"主● / 副●","前● / 后-","前● / 后●",-,●,●,●,●,●,●,●,-,-,-,-,-,-,-,-,-,-,-,●,●,-,●,-,-,-,-,●,●,●,●,-,-,织物,●,-,-,-,-,"前● / 后●",●,-,-,-,-,AUX,单碟CD,4-5喇叭,卤素,卤素,-,-,-,-,●,-,"前● / 后●",主驾驶位,●,●,●,-,●,-,-,自动●,●
"威朗 2017款 三厢 15S 自动进取型",上汽通用别克,紧凑型车,2016.09,"1.5L 118马力 L4",6挡手自一体,4718*1802*1466,4门5座三厢车,180,6.3,1.5,自然吸气,手自一体变速箱(AT),电子驻车,"主● / 副●","前● / 后-","前● / 后●",●,●,●,●,●,●,●,●,-,-,-,-,"前- / 后●",-,-,-,-,-,●,●,●,-,●,-,-,-,-,●,●,●,-,-,-,织物,●,-,-,-,整体放倒,"前● / 后-",-,-,-,-,-,USB,-,6-7喇叭,卤素(选装LED),卤素,●,-,-,-,-,●,"前● / 后●",主驾驶位,●,-,●,-,●,-,-,手动●,●
"威朗 2017款 三厢 15S 自动领先型",上汽通用别克,紧凑型车,2016.09,"1.5L 118马力 L4",6挡手自一体,4718*1802*1466,4门5座三厢车,180,6.3,1.5,自然吸气,手自一体变速箱(AT),电子驻车,"主● / 副●","前● / 后-","前● / 后●",●,●,●,●,●,●,●,●,-,-,-,-,"前- / 后●",-,-,-,-,-,●,●,●,-,●,-,-,-,-,●,●,●,-,-,-,真皮,●,"主● / 副-",-,-,比例放倒,"前● / 后-",-,-,-,●,8英寸,USB+AUX,-,6-7喇叭,卤素(选装LED),卤素,●,-,●,-,-,●,"前● / 后●",主驾驶位,●,-,●,-,●,-,-,手动●,●
"威朗 2017款 三厢 20T 双离合精英型",上汽通用别克,紧凑型车,2016.09,"1.5T 169马力 L4",7挡双离合,4718*1802*1471,4门5座三厢车,205,6.1,1.5,涡轮增压,双离合变速箱(DCT),电子驻车,"主● / 副●","前● / 后-","前● / 后●",●,●,●,●,●,●,●,●,-,-,-,-,"前- / 后●",●,-,-,-,-,●,●,●,-,●,-,-,-,-,●,●,●,-,-,-,真皮,●,"主● / 副●",-,-,比例放倒,"前● / 后●",●,-,-,●,8英寸,USB+AUX,-,6-7喇叭,卤素(选装LED),卤素,●,-,●,-,-,●,"前● / 后●",主驾驶位,●,-,●,-,●,-,-,自动●,●
"威朗 2017款 三厢 20T 双离合领先型",上汽通用别克,紧凑型车,2016.09,"1.5T 169马力 L4",7挡双离合,4718*1802*1471,4门5座三厢车,205,6.1,1.5,涡轮增压,双离合变速箱(DCT),电子驻车,"主● / 副●","前● / 后-","前● / 后●",●,●,●,●,●,●,●,●,-,-,-,-,"前- / 后●",-,-,-,-,-,●,●,●,-,●,-,-,-,-,●,●,●,-,-,-,织物,●,-,-,-,比例放倒,"前● / 后-",-,-,-,●,8英寸,USB+AUX,-,6-7喇叭,卤素(选装LED),卤素,●,-,●,-,-,●,"前● / 后●",主驾驶位,●,-,●,-,●,-,-,手动●,●
"威驰 2017款 1.5L CVT尊行版",一汽丰田,小型车,2016.09,"1.5L 107马力 L4",CVT无级变速(模拟8挡),4420*1700*1490,4门5座三厢车,180,5.3,1.5,自然吸气,无级变速箱(CVT),手刹,"主● / 副●","前● / 后-",-,-,●,●,●,●,●,●,●,-,-,-,-,-,-,-,-,-,-,●,●,●,-,●,-,-,-,-,●,●,●,●,●,●,真皮,●,-,-,-,比例放倒,-,●,-,-,-,-,USB+AUX,单碟CD,4-5喇叭,卤素,卤素,●,-,-,-,●,-,"前● / 后●",主驾驶位,●,-,●,-,●,-,-,手动●,-
"威驰 2017款 1.5L CVT智行版",一汽丰田,小型车,2016.09,"1.5L 107马力 L4",CVT无级变速(模拟8挡),4420*1700*1490,4门5座三厢车,180,5.3,1.5,自然吸气,无级变速箱(CVT),手刹,"主● / 副●","前● / 后-",-,-,●,●,●,●,●,●,●,-,-,-,-,-,-,-,-,-,-,●,●,●,-,●,-,-,-,-,●,●,●,-,-,-,织物,●,-,-,-,-,-,●,-,-,-,-,USB+AUX,单碟CD,4-5喇叭,卤素,卤素,-,-,-,-,●,-,"前● / 后●",主驾驶位,●,-,●,-,●,-,-,手动●,-
"宝来 2017款 1.6L 自动两百万辆纪念版",一汽-大众,紧凑型车,2017.03,"1.6L 110马力 L4",6挡手自一体,4562*1793*1468,4门5座三厢车,-,-,1.6,自然吸气,手自一体变速箱(AT),手刹,"主● / 副●","前● / 后-","前● / 后●",●,●,●,●,●,●,●,●,-,-,-,-,"前○ / 后●",●,-,-,-,-,-,●,●,-,●,-,-,-,-,●,●,●,-,-,●,真皮,●,-,-,-,比例放倒,"前● / 后●",●,-,-,●,6.5英寸,USB+AUX+SD,-,6-7喇叭,卤素(选装氙气),卤素,-,-,-,-,●,-,"前● / 后●",全车,●,●,●,-,●,-,-,手动●,-
"宝来 2017款 1.6L 自动时尚型",一汽-大众,紧凑型车,2017.03,"1.6L 110马力 L4",6挡手自一体,4562*1793*1468,4门5座三厢车,-,-,1.6,自然吸气,手自一体变速箱(AT),手刹,"主● / 副●",-,-,-,●,●,●,●,●,●,●,-,-,-,-,"前- / 后●",-,-,-,-,-,-,●,-,-,●,-,-,-,-,●,●,●,-,-,-,织物,●,-,-,-,整体放倒,"前● / 后-",●,-,-,-,-,USB+AUX+SD,单碟CD,6-7喇叭,卤素,卤素,-,-,-,-,-,-,"前● / 后●",全车,●,●,●,-,●,-,-,手动●,-
"宝来 2017款 1.6L 自动舒适型",一汽-大众,紧凑型车,2017.03,"1.6L 110马力 L4",6挡手自一体,4562*1793*1468,4门5座三厢车,-,-,1.6,自然吸气,手自一体变速箱(AT),手刹,"主● / 副●","前● / 后-","前● / 后●",●,●,●,●,●,●,●,●,-,-,-,-,"前○ / 后●",○,-,-,-,-,-,●,●,-,●,-,-,-,-,●,●,●,-,-,●,真皮,●,-,-,-,比例放倒,"前● / 后●",●,-,-,○,(选装5英寸),USB+AUX+SD,单碟CD,6-7喇叭,卤素(选装氙气),卤素,-,-,-,-,●,-,"前● / 后●",全车,●,●,●,-,●,-,-,手动●,-
"宝来 2017款 1.6L 自动豪华型",一汽-大众,紧凑型车,2017.03,"1.6L 110马力 L4",6挡手自一体,4562*1793*1468,4门5座三厢车,-,-,1.6,自然吸气,手自一体变速箱(AT),手刹,"主● / 副●","前● / 后-","前● / 后●",●,●,●,●,●,●,●,●,-,-,-,-,"前○ / 后●",○,-,-,-,-,-,●,●,-,●,-,-,-,-,●,●,●,●,●,●,真皮,●,-,-,-,比例放倒,"前● / 后●",●,-,-,○,(选装5英寸),USB+AUX+SD,单碟CD,6-7喇叭,卤素(选装氙气),卤素,○,-,○,●,●,-,"前● / 后●",全车,●,●,●,●,●,-,●,自动●,-
"宝来 2017款 1.6L 自动运动版",一汽-大众,紧凑型车,2017.03,"1.6L 110马力 L4",6挡手自一体,4562*1793*1468,4门5座三厢车,-,-,1.6,自然吸气,手自一体变速箱(AT),手刹,"主● / 副●","前● / 后-","前● / 后●",●,●,●,●,●,●,●,●,-,-,-,-,"前○ / 后●",○,-,-,-,-,-,●,●,-,●,-,-,-,-,●,●,●,-,-,●,真皮,●,-,-,-,比例放倒,"前● / 后●",●,-,-,○,(选装5英寸),USB+AUX+SD,单碟CD,6-7喇叭,卤素(选装氙气),卤素,-,-,-,-,●,-,"前● / 后●",全车,●,●,●,-,●,-,-,手动●,-
